State/Area,Year,Month,UnemploymentRate
South Dakota,2013,12,3.5
South Dakota,2014,01,3.5
South Dakota,2014,02,3.5
South Dakota,2014,03,3.4
South Dakota,2014,04,3.4
South Dakota,2014,05,3.4
South Dakota,2014,06,3.3
South Dakota,2014,07,3.3
South Dakota,2014,08,3.3
South Dakota,2014,09,3.3
South Dakota,2014,10,3.3
South Dakota,2014,11,3.2
South Dakota,2014,12,3.2
South Dakota,2015,01,3.2
South Dakota,2015,02,3.2
South Dakota,2015,03,3.1
South Dakota,2015,04,3.1
South Dakota,2015,05,3.1
South Dakota,2015,06,3.1
South Dakota,2015,07,3.0
South Dakota,2015,08,3.0
South Dakota,2015,09,2.9
South Dakota,2015,10,2.9
South Dakota,2015,11,2.9
South Dakota,2015,12,2.8
South Dakota,2016,01,2.8
South Dakota,2016,02,2.8
South Dakota,2016,03,2.8
South Dakota,2016,04,2.9
South Dakota,2016,05,2.9
South Dakota,2016,06,3.0
South Dakota,2016,07,3.1
South Dakota,2016,08,3.1
South Dakota,2016,09,3.1
South Dakota,2016,10,3.2
South Dakota,2016,11,3.2
South Dakota,2016,12,3.1
South Dakota,2017,01,3.1
South Dakota,2017,02,3.1
South Dakota,2017,03,3.0
South Dakota,2017,04,3.0
South Dakota,2017,05,3.0
South Dakota,2017,06,3.0
South Dakota,2017,07,3.0
South Dakota,2017,08,3.0
South Dakota,2017,09,3.0
South Dakota,2017,10,3.0
South Dakota,2017,11,3.0
South Dakota,2017,12,3.0
South Dakota,2018,01,2.9
South Dakota,2018,02,2.9
South Dakota,2018,03,2.9
South Dakota,2018,04,2.8
South Dakota,2018,05,2.8
South Dakota,2018,06,2.7
South Dakota,2018,07,2.7
South Dakota,2018,08,2.7
South Dakota,2018,09,2.7
South Dakota,2018,10,2.7
South Dakota,2018,11,2.7
South Dakota,2018,12,2.7
South Dakota,2019,01,2.8
South Dakota,2019,02,2.8
South Dakota,2019,03,2.8
South Dakota,2019,04,2.8
South Dakota,2019,05,2.8
South Dakota,2019,06,2.8
South Dakota,2019,07,2.8
South Dakota,2019,08,2.7
South Dakota,2019,09,2.7
South Dakota,2019,10,2.7
South Dakota,2019,11,2.6
South Dakota,2019,12,2.6
South Dakota,2020,01,2.5
South Dakota,2020,02,2.5
South Dakota,2020,03,2.4
South Dakota,2020,04,8.8
South Dakota,2020,05,6.6
South Dakota,2020,06,5.3
South Dakota,2020,07,4.7
South Dakota,2020,08,3.9
South Dakota,2020,09,3.6
South Dakota,2020,10,3.3
South Dakota,2020,11,3.1
South Dakota,2020,12,3.0
South Dakota,2021,01,2.9
South Dakota,2021,02,2.8
South Dakota,2021,03,2.8
South Dakota,2021,04,2.8
South Dakota,2021,05,2.7
South Dakota,2021,06,2.7
South Dakota,2021,07,2.6
South Dakota,2021,08,2.5
South Dakota,2021,09,2.4
South Dakota,2021,10,2.2
South Dakota,2021,11,2.1
South Dakota,2021,12,2.0
South Dakota,2022,01,1.9
South Dakota,2022,02,1.9
South Dakota,2022,03,1.8
South Dakota,2022,04,1.8
South Dakota,2022,05,1.9
South Dakota,2022,06,1.9
South Dakota,2022,07,1.9
South Dakota,2022,08,1.9
South Dakota,2022,09,2.0
South Dakota,2022,10,1.9
South Dakota,2022,11,1.9
South Dakota,2022,12,1.9
South Dakota,2023,01,1.8
South Dakota,2023,02,1.8
South Dakota,2023,03,1.8
South Dakota,2023,04,1.8
South Dakota,2023,05,1.8
South Dakota,2023,06,1.8
South Dakota,2023,07,1.8
South Dakota,2023,08,1.8
South Dakota,2023,09,1.8
South Dakota,2023,10,1.8
South Dakota,2023,11,1.8
South Dakota,2023,12,1.8
South Dakota,2024,01,1.7
South Dakota,2024,02,1.7
South Dakota,2024,03,1.7
South Dakota,2024,04,1.8
South Dakota,2024,05,1.8
South Dakota,2024,06,1.8
South Dakota,2024,07,1.8
South Dakota,2024,08,1.8
South Dakota,2024,09,1.8
South Dakota,2024,10,1.9
South Dakota,2024,11,1.9
South Dakota,2024,12,1.9
South Dakota,2025,01,1.9
South Dakota,2025,02,1.9
South Dakota,2025,03,1.8
South Dakota,2025,04,1.8
South Dakota,2025,05,1.8
South Dakota,2025,06,1.8
South Dakota,2025,07,1.9
South Dakota,2025,08,1.9
South Dakota,2025,09,2.0
Tennessee,2000,01,3.7
Tennessee,2000,02,3.7
Tennessee,2000,03,3.7
Tennessee,2000,04,3.8
Tennessee,2000,05,3.8
Tennessee,2000,06,3.9
Tennessee,2000,07,3.9
Tennessee,2000,08,3.9
Tennessee,2000,09,3.9
Tennessee,2000,10,3.9
Tennessee,2000,11,3.9
Tennessee,2000,12,3.9
Tennessee,2001,01,4.0
Tennessee,2001,02,4.0
Tennessee,2001,03,4.1
Tennessee,2001,04,4.2
Tennessee,2001,05,4.3
Tennessee,2001,06,4.4
Tennessee,2001,07,4.6
Tennessee,2001,08,4.7
Tennessee,2001,09,4.9
Tennessee,2001,10,5.1
Tennessee,2001,11,5.3
Tennessee,2001,12,5.5
Tennessee,2002,01,5.6
Tennessee,2002,02,5.6
Tennessee,2002,03,5.5
Tennessee,2002,04,5.4
Tennessee,2002,05,5.3
Tennessee,2002,06,5.1
Tennessee,2002,07,5.0
Tennessee,2002,08,4.9
Tennessee,2002,09,4.9
Tennessee,2002,10,4.9
Tennessee,2002,11,4.9
Tennessee,2002,12,5.0
Tennessee,2003,01,5.1
Tennessee,2003,02,5.3
Tennessee,2003,03,5.4
Tennessee,2003,04,5.5
Tennessee,2003,05,5.6
Tennessee,2003,06,5.7
Tennessee,2003,07,5.8
Tennessee,2003,08,5.8
Tennessee,2003,09,5.7
Tennessee,2003,10,5.6
Tennessee,2003,11,5.5
Tennessee,2003,12,5.4
Tennessee,2004,01,5.3
Tennessee,2004,02,5.2
Tennessee,2004,03,5.2
Tennessee,2004,04,5.1
Tennessee,2004,05,5.2
Tennessee,2004,06,5.2
Tennessee,2004,07,5.3
Tennessee,2004,08,5.4
Tennessee,2004,09,5.5
Tennessee,2004,10,5.5
Tennessee,2004,11,5.6
Tennessee,2004,12,5.7
Tennessee,2005,01,5.7
Tennessee,2005,02,5.7
Tennessee,2005,03,5.7
Tennessee,2005,04,5.6
Tennessee,2005,05,5.5
Tennessee,2005,06,5.4
Tennessee,2005,07,5.4
Tennessee,2005,08,5.4
Tennessee,2005,09,5.4
Tennessee,2005,10,5.4
Tennessee,2005,11,5.4
Tennessee,2005,12,5.4
Tennessee,2006,01,5.4
Tennessee,2006,02,5.4
Tennessee,2006,03,5.4
Tennessee,2006,04,5.4
Tennessee,2006,05,5.4
Tennessee,2006,06,5.4
Tennessee,2006,07,5.4
Tennessee,2006,08,5.2
Tennessee,2006,09,5.1
Tennessee,2006,10,5.0
Tennessee,2006,11,4.8
Tennessee,2006,12,4.7
Tennessee,2007,01,4.6
Tennessee,2007,02,4.5
Tennessee,2007,03,4.4
Tennessee,2007,04,4.3
Tennessee,2007,05,4.3
Tennessee,2007,06,4.4
Tennessee,2007,07,4.5
Tennessee,2007,08,4.7
Tennessee,2007,09,4.8
Tennessee,2007,10,5.0
Tennessee,2007,11,5.1
Tennessee,2007,12,5.2
Tennessee,2008,01,5.2
Tennessee,2008,02,5.3
Tennessee,2008,03,5.5
Tennessee,2008,04,5.7
Tennessee,2008,05,6.0
Tennessee,2008,06,6.3
Tennessee,2008,07,6.5
Tennessee,2008,08,6.8
Tennessee,2008,09,7.1
Tennessee,2008,10,7.4
Tennessee,2008,11,7.9
Tennessee,2008,12,8.4
Tennessee,2009,01,9.0
Tennessee,2009,02,9.6
Tennessee,2009,03,10.1
Tennessee,2009,04,10.4
Tennessee,2009,05,10.7
Tennessee,2009,06,10.8
Tennessee,2009,07,10.8
Tennessee,2009,08,10.8
Tennessee,2009,09,10.7
Tennessee,2009,10,10.6
Tennessee,2009,11,10.6
Tennessee,2009,12,10.5
Tennessee,2010,01,10.5
Tennessee,2010,02,10.3
Tennessee,2010,03,10.2
Tennessee,2010,04,10.0
Tennessee,2010,05,9.7
Tennessee,2010,06,9.6
Tennessee,2010,07,9.5
Tennessee,2010,08,9.5
Tennessee,2010,09,9.5
Tennessee,2010,10,9.6
Tennessee,2010,11,9.6
Tennessee,2010,12,9.6
Tennessee,2011,01,9.5
Tennessee,2011,02,9.4
Tennessee,2011,03,9.3
Tennessee,2011,04,9.2
Tennessee,2011,05,9.2
Tennessee,2011,06,9.1
Tennessee,2011,07,9.1
Tennessee,2011,08,9.0
Tennessee,2011,09,8.9
Tennessee,2011,10,8.8
Tennessee,2011,11,8.6
Tennessee,2011,12,8.4
Tennessee,2012,01,8.2
Tennessee,2012,02,8.1
Tennessee,2012,03,8.0
Tennessee,2012,04,8.0
Tennessee,2012,05,8.0
Tennessee,2012,06,8.0
Tennessee,2012,07,7.9
Tennessee,2012,08,7.8
Tennessee,2012,09,7.8
Tennessee,2012,10,7.7
Tennessee,2012,11,7.8
Tennessee,2012,12,7.8
Tennessee,2013,01,7.9
Tennessee,2013,02,7.9
Tennessee,2013,03,7.9
Tennessee,2013,04,7.9
Tennessee,2013,05,7.8
Tennessee,2013,06,7.8
Tennessee,2013,07,7.7
Tennessee,2013,08,7.6
Tennessee,2013,09,7.5
Tennessee,2013,10,7.3
Tennessee,2013,11,7.2
Tennessee,2013,12,7.0
Tennessee,2014,01,6.9
Tennessee,2014,02,6.8
Tennessee,2014,03,6.7
Tennessee,2014,04,6.7
Tennessee,2014,05,6.7
Tennessee,2014,06,6.6
Tennessee,2014,07,6.6
Tennessee,2014,08,6.5
Tennessee,2014,09,6.5
Tennessee,2014,10,6.4
Tennessee,2014,11,6.3
Tennessee,2014,12,6.2
Tennessee,2015,01,6.1
Tennessee,2015,02,6.0
Tennessee,2015,03,5.9
Tennessee,2015,04,5.8
Tennessee,2015,05,5.7
Tennessee,2015,06,5.6
Tennessee,2015,07,5.5
Tennessee,2015,08,5.4
Tennessee,2015,09,5.3
Tennessee,2015,10,5.1
Tennessee,2015,11,5.0
Tennessee,2015,12,4.9
Tennessee,2016,01,4.8
Tennessee,2016,02,4.7
Tennessee,2016,03,4.7
Tennessee,2016,04,4.7
Tennessee,2016,05,4.7
Tennessee,2016,06,4.7
Tennessee,2016,07,4.7
Tennessee,2016,08,4.8
Tennessee,2016,09,4.8
Tennessee,2016,10,4.8
Tennessee,2016,11,4.8
Tennessee,2016,12,4.7
Tennessee,2017,01,4.5
Tennessee,2017,02,4.3
Tennessee,2017,03,4.1
Tennessee,2017,04,3.9
Tennessee,2017,05,3.7
Tennessee,2017,06,3.6
Tennessee,2017,07,3.5
Tennessee,2017,08,3.4
Tennessee,2017,09,3.4
Tennessee,2017,10,3.4
Tennessee,2017,11,3.5
Tennessee,2017,12,3.5
Tennessee,2018,01,3.5
Tennessee,2018,02,3.5
Tennessee,2018,03,3.5
Tennessee,2018,04,3.5
Tennessee,2018,05,3.5
Tennessee,2018,06,3.5
Tennessee,2018,07,3.5
Tennessee,2018,08,3.5
Tennessee,2018,09,3.5
Tennessee,2018,10,3.5
Tennessee,2018,11,3.5
Tennessee,2018,12,3.5
Tennessee,2019,01,3.5
Tennessee,2019,02,3.4
Tennessee,2019,03,3.4
Tennessee,2019,04,3.4
Tennessee,2019,05,3.3
Tennessee,2019,06,3.2
Tennessee,2019,07,3.2
Tennessee,2019,08,3.2
Tennessee,2019,09,3.3
Tennessee,2019,10,3.3
Tennessee,2019,11,3.4
Tennessee,2019,12,3.4
Tennessee,2020,01,3.4
Tennessee,2020,02,3.5
Tennessee,2020,03,3.5
Tennessee,2020,04,15.7
Tennessee,2020,05,12.1
Tennessee,2020,06,10.2
Tennessee,2020,07,9.0
Tennessee,2020,08,7.6
Tennessee,2020,09,7.1
Tennessee,2020,10,6.3
Tennessee,2020,11,5.9
Tennessee,2020,12,5.6
Tennessee,2021,01,5.4
Tennessee,2021,02,5.2
Tennessee,2021,03,5.1
Tennessee,2021,04,5.0
Tennessee,2021,05,4.9
Tennessee,2021,06,4.7
Tennessee,2021,07,4.4
Tennessee,2021,08,4.2
Tennessee,2021,09,3.9
Tennessee,2021,10,3.7
Tennessee,2021,11,3.6
Tennessee,2021,12,3.5
Tennessee,2022,01,3.4
Tennessee,2022,02,3.4
Tennessee,2022,03,3.3
Tennessee,2022,04,3.3
Tennessee,2022,05,3.3
Tennessee,2022,06,3.3
Tennessee,2022,07,3.3
Tennessee,2022,08,3.3
Tennessee,2022,09,3.4
Tennessee,2022,10,3.4
Tennessee,2022,11,3.4
Tennessee,2022,12,3.4
Tennessee,2023,01,3.4
Tennessee,2023,02,3.3
Tennessee,2023,03,3.2
Tennessee,2023,04,3.2
Tennessee,2023,05,3.1
Tennessee,2023,06,3.1
Tennessee,2023,07,3.2
Tennessee,2023,08,3.2
Tennessee,2023,09,3.2
Tennessee,2023,10,3.3
Tennessee,2023,11,3.3
Tennessee,2023,12,3.2
Tennessee,2024,01,3.2
Tennessee,2024,02,3.1
Tennessee,2024,03,3.1
Tennessee,2024,04,3.2
Tennessee,2024,05,3.2
Tennessee,2024,06,3.3
Tennessee,2024,07,3.4
Tennessee,2024,08,3.6
Tennessee,2024,09,3.7
Tennessee,2024,10,3.7
Tennessee,2024,11,3.7
Tennessee,2024,12,3.7
Tennessee,2025,01,3.7
Tennessee,2025,02,3.7
Tennessee,2025,03,3.6
Tennessee,2025,04,3.5
Tennessee,2025,05,3.5
Tennessee,2025,06,3.5
Tennessee,2025,07,3.6
Tennessee,2025,08,3.6
Tennessee,2025,09,3.6
Texas,2000,01,4.7
Texas,2000,02,4.7
Texas,2000,03,4.6
Texas,2000,04,4.5
Texas,2000,05,4.4
Texas,2000,06,4.4
Texas,2000,07,4.3
Texas,2000,08,4.3
Texas,2000,09,4.2
Texas,2000,10,4.1
Texas,2000,11,4.1
Texas,2000,12,4.1
Texas,2001,01,4.1
Texas,2001,02,4.2
Texas,2001,03,4.3
Texas,2001,04,4.5
Texas,2001,05,4.6
Texas,2001,06,4.8
Texas,2001,07,5.0
Texas,2001,08,5.2
Texas,2001,09,5.4
Texas,2001,10,5.6
Texas,2001,11,5.8
Texas,2001,12,6.0
Texas,2002,01,6.1
Texas,2002,02,6.2
Texas,2002,03,6.3
Texas,2002,04,6.3
Texas,2002,05,6.4
Texas,2002,06,6.4
Texas,2002,07,6.4
Texas,2002,08,6.4
Texas,2002,09,6.4
Texas,2002,10,6.4
Texas,2002,11,6.5
Texas,2002,12,6.6
Texas,2003,01,6.7
Texas,2003,02,6.8
Texas,2003,03,6.8
Texas,2003,04,6.9
Texas,2003,05,6.9
Texas,2003,06,7.0
Texas,2003,07,6.9
Texas,2003,08,6.9
Texas,2003,09,6.7
Texas,2003,10,6.6
Texas,2003,11,6.5
Texas,2003,12,6.4
Texas,2004,01,6.3
Texas,2004,02,6.2
Texas,2004,03,6.2
Texas,2004,04,6.2
Texas,2004,05,6.1
Texas,2004,06,6.0
Texas,2004,07,5.9
Texas,2004,08,5.9
Texas,2004,09,5.9
Texas,2004,10,5.9
Texas,2004,11,5.9
Texas,2004,12,5.8
Texas,2005,01,5.8
Texas,2005,02,5.7
Texas,2005,03,5.6
Texas,2005,04,5.5
Texas,2005,05,5.4
Texas,2005,06,5.3
Texas,2005,07,5.3
Texas,2005,08,5.4
Texas,2005,09,5.4
Texas,2005,10,5.5
Texas,2005,11,5.4
Texas,2005,12,5.4
Texas,2006,01,5.3
Texas,2006,02,5.2
Texas,2006,03,5.2
Texas,2006,04,5.2
Texas,2006,05,5.2
Texas,2006,06,5.1
Texas,2006,07,5.0
Texas,2006,08,4.9
Texas,2006,09,4.8
Texas,2006,10,4.7
Texas,2006,11,4.6
Texas,2006,12,4.5
Texas,2007,01,4.4
Texas,2007,02,4.4
Texas,2007,03,4.4
Texas,2007,04,4.3
Texas,2007,05,4.3
Texas,2007,06,4.3
Texas,2007,07,4.3
Texas,2007,08,4.3
Texas,2007,09,4.3
Texas,2007,10,4.4
Texas,2007,11,4.4
Texas,2007,12,4.3
Texas,2008,01,4.3
Texas,2008,02,4.3
Texas,2008,03,4.3
Texas,2008,04,4.4
Texas,2008,05,4.5
Texas,2008,06,4.7
Texas,2008,07,4.8
Texas,2008,08,5.0
Texas,2008,09,5.2
Texas,2008,10,5.4
Texas,2008,11,5.6
Texas,2008,12,5.9
Texas,2009,01,6.1
Texas,2009,02,6.3
Texas,2009,03,6.4
Texas,2009,04,6.5
Texas,2009,05,7.6
Texas,2009,06,8.1
Texas,2009,07,8.3
Texas,2009,08,8.3
Texas,2009,09,8.4
Texas,2009,10,8.4
Texas,2009,11,8.3
Texas,2009,12,8.4
Texas,2010,01,8.4
Texas,2010,02,8.4
Texas,2010,03,8.4
Texas,2010,04,8.3
Texas,2010,05,8.2
Texas,2010,06,8.1
Texas,2010,07,8.1
Texas,2010,08,8.1
Texas,2010,09,8.2
Texas,2010,10,8.2
Texas,2010,11,8.3
Texas,2010,12,8.3
Texas,2011,01,8.2
Texas,2011,02,8.2
Texas,2011,03,8.1
Texas,2011,04,8.1
Texas,2011,05,8.2
Texas,2011,06,8.3
Texas,2011,07,8.4
Texas,2011,08,8.2
Texas,2011,09,8.1
Texas,2011,10,7.8
Texas,2011,11,7.5
Texas,2011,12,7.3
Texas,2012,01,7.1
Texas,2012,02,7.0
Texas,2012,03,6.7
Texas,2012,04,6.8
Texas,2012,05,6.8
Texas,2012,06,6.8
Texas,2012,07,6.7
Texas,2012,08,6.6
Texas,2012,09,6.5
Texas,2012,10,6.5
Texas,2012,11,6.5
Texas,2012,12,6.5
Texas,2013,01,6.5
Texas,2013,02,6.6
Texas,2013,03,6.6
Texas,2013,04,6.5
Texas,2013,05,6.5
Texas,2013,06,6.4
Texas,2013,07,6.3
Texas,2013,08,6.3
Texas,2013,09,6.2
Texas,2013,10,6.1
Texas,2013,11,6.0
Texas,2013,12,5.8
Texas,2014,01,5.7
Texas,2014,02,5.6
Texas,2014,03,5.5
Texas,2014,04,5.4
Texas,2014,05,5.3
Texas,2014,06,5.2
Texas,2014,07,5.2
Texas,2014,08,5.1
Texas,2014,09,5.0
Texas,2014,10,4.9
Texas,2014,11,4.7
Texas,2014,12,4.6
Texas,2015,01,4.5
Texas,2015,02,4.5
Texas,2015,03,4.5
Texas,2015,04,4.4
Texas,2015,05,4.4
Texas,2015,06,4.4
Texas,2015,07,4.4
Texas,2015,08,4.5
Texas,2015,09,4.5
Texas,2015,10,4.5
Texas,2015,11,4.5
Texas,2015,12,4.5
Texas,2016,01,4.5
Texas,2016,02,4.5
Texas,2016,03,4.5
Texas,2016,04,4.5
Texas,2016,05,4.6
Texas,2016,06,4.7
Texas,2016,07,4.7
Texas,2016,08,4.8
Texas,2016,09,4.8
Texas,2016,10,4.8
Texas,2016,11,4.8
Texas,2016,12,4.8
Texas,2017,01,4.8
Texas,2017,02,4.7
Texas,2017,03,4.7
Texas,2017,04,4.6
Texas,2017,05,4.4
Texas,2017,06,4.3
Texas,2017,07,4.2
Texas,2017,08,4.2
Texas,2017,09,4.1
Texas,2017,10,4.1
Texas,2017,11,4.1
Texas,2017,12,4.1
Texas,2018,01,4.1
Texas,2018,02,4.1
Texas,2018,03,4.0
Texas,2018,04,4.0
Texas,2018,05,4.0
Texas,2018,06,3.9
Texas,2018,07,3.9
Texas,2018,08,3.8
Texas,2018,09,3.8
Texas,2018,10,3.8
Texas,2018,11,3.8
Texas,2018,12,3.8
Texas,2019,01,3.7
Texas,2019,02,3.7
Texas,2019,03,3.6
Texas,2019,04,3.5
Texas,2019,05,3.4
Texas,2019,06,3.4
Texas,2019,07,3.5
Texas,2019,08,3.5
Texas,2019,09,3.5
Texas,2019,10,3.5
Texas,2019,11,3.5
Texas,2019,12,3.5
Texas,2020,01,3.5
Texas,2020,02,3.6
Texas,2020,03,5.0
Texas,2020,04,12.8
Texas,2020,05,11.7
Texas,2020,06,10.1
Texas,2020,07,9.3
Texas,2020,08,8.0
Texas,2020,09,7.7
Texas,2020,10,7.1
Texas,2020,11,7.0
Texas,2020,12,6.9
Texas,2021,01,6.7
Texas,2021,02,6.6
Texas,2021,03,6.4
Texas,2021,04,6.2
Texas,2021,05,6.0
Texas,2021,06,5.9
Texas,2021,07,5.6
Texas,2021,08,5.3
Texas,2021,09,5.0
Texas,2021,10,4.8
Texas,2021,11,4.6
Texas,2021,12,4.4
Texas,2022,01,4.3
Texas,2022,02,4.1
Texas,2022,03,3.9
Texas,2022,04,3.9
Texas,2022,05,3.8
Texas,2022,06,3.8
Texas,2022,07,3.8
Texas,2022,08,3.7
Texas,2022,09,3.8
Texas,2022,10,3.9
Texas,2022,11,4.0
Texas,2022,12,4.0
Texas,2023,01,4.1
Texas,2023,02,4.1
Texas,2023,03,4.1
Texas,2023,04,4.0
Texas,2023,05,4.0
Texas,2023,06,4.0
Texas,2023,07,4.0
Texas,2023,08,4.0
Texas,2023,09,4.0
Texas,2023,10,4.0
Texas,2023,11,4.0
Texas,2023,12,3.9
Texas,2024,01,3.9
Texas,2024,02,3.9
Texas,2024,03,4.0
Texas,2024,04,4.0
Texas,2024,05,4.1
Texas,2024,06,4.1
Texas,2024,07,4.1
Texas,2024,08,4.2
Texas,2024,09,4.2
Texas,2024,10,4.2
Texas,2024,11,4.2
Texas,2024,12,4.2
Texas,2025,01,4.1
Texas,2025,02,4.1
Texas,2025,03,4.1
Texas,2025,04,4.1
Texas,2025,05,4.1
Texas,2025,06,4.0
Texas,2025,07,4.0
Texas,2025,08,4.1
Texas,2025,09,4.1
Utah,2000,01,3.1
Utah,2000,02,3.1
Utah,2000,03,3.1
Utah,2000,04,3.2
Utah,2000,05,3.2
Utah,2000,06,3.3
Utah,2000,07,3.3
Utah,2000,08,3.4
Utah,2000,09,3.5
Utah,2000,10,3.5
Utah,2000,11,3.6
Utah,2000,12,3.7
Utah,2001,01,3.8
Utah,2001,02,3.9
Utah,2001,03,3.9
Utah,2001,04,4.0
Utah,2001,05,4.1
Utah,2001,06,4.2
Utah,2001,07,4.4
Utah,2001,08,4.5
Utah,2001,09,4.7
Utah,2001,10,4.9
Utah,2001,11,5.0
Utah,2001,12,5.2
Utah,2002,01,5.3
Utah,2002,02,5.4
Utah,2002,03,5.5
Utah,2002,04,5.6
Utah,2002,05,5.7
Utah,2002,06,5.7
Utah,2002,07,5.7
Utah,2002,08,5.8
Utah,2002,09,5.8
Utah,2002,10,5.8
Utah,2002,11,5.9
Utah,2002,12,5.8
Utah,2003,01,5.8
Utah,2003,02,5.8
Utah,2003,03,5.7
Utah,2003,04,5.7
Utah,2003,05,5.6
Utah,2003,06,5.6
Utah,2003,07,5.6
Utah,2003,08,5.5
Utah,2003,09,5.5
Utah,2003,10,5.4
Utah,2003,11,5.4
Utah,2003,12,5.3
Utah,2004,01,5.3
Utah,2004,02,5.3
Utah,2004,03,5.3
Utah,2004,04,5.2
Utah,2004,05,5.2
Utah,2004,06,5.1
Utah,2004,07,5.0
Utah,2004,08,4.9
Utah,2004,09,4.8
Utah,2004,10,4.7
Utah,2004,11,4.6
Utah,2004,12,4.6
Utah,2005,01,4.5
Utah,2005,02,4.5
Utah,2005,03,4.4
Utah,2005,04,4.3
Utah,2005,05,4.2
Utah,2005,06,4.1
Utah,2005,07,4.0
Utah,2005,08,3.9
Utah,2005,09,3.8
Utah,2005,10,3.7
Utah,2005,11,3.6
Utah,2005,12,3.5
Utah,2006,01,3.4
Utah,2006,02,3.3
Utah,2006,03,3.2
Utah,2006,04,3.1
Utah,2006,05,3.0
Utah,2006,06,2.9
Utah,2006,07,2.8
Utah,2006,08,2.7
Utah,2006,09,2.6
Utah,2006,10,2.5
Utah,2006,11,2.5
Utah,2006,12,2.4
Utah,2007,01,2.4
Utah,2007,02,2.4
Utah,2007,03,2.4
Utah,2007,04,2.4
Utah,2007,05,2.5
Utah,2007,06,2.5
Utah,2007,07,2.5
Utah,2007,08,2.6
Utah,2007,09,2.7
Utah,2007,10,2.7
Utah,2007,11,2.8
Utah,2007,12,2.8
Utah,2008,01,2.8
Utah,2008,02,2.9
Utah,2008,03,2.9
Utah,2008,04,3.0
Utah,2008,05,3.0
Utah,2008,06,3.1
Utah,2008,07,3.2
Utah,2008,08,3.3
Utah,2008,09,3.4
Utah,2008,10,3.5
Utah,2008,11,3.6
Utah,2008,12,5.4
Utah,2009,01,6.3
Utah,2009,02,6.9
Utah,2009,03,7.2
Utah,2009,04,7.3
Utah,2009,05,7.5
Utah,2009,06,7.7
Utah,2009,07,7.8
Utah,2009,08,8.0
Utah,2009,09,8.1
Utah,2009,10,8.2
Utah,2009,11,8.2
Utah,2009,12,8.3
Utah,2010,01,8.4
Utah,2010,02,8.4
Utah,2010,03,8.4
Utah,2010,04,8.4
Utah,2010,05,8.3
Utah,2010,06,8.2
Utah,2010,07,8.2
Utah,2010,08,8.2
Utah,2010,09,8.2
Utah,2010,10,8.1
Utah,2010,11,8.2
Utah,2010,12,8.1
Utah,2011,01,8.0
Utah,2011,02,7.9
Utah,2011,03,7.9
Utah,2011,04,7.9
Utah,2011,05,7.9
Utah,2011,06,7.9
Utah,2011,07,7.6
Utah,2011,08,7.2
Utah,2011,09,6.7
Utah,2011,10,6.3
Utah,2011,11,5.8
Utah,2011,12,5.5
Utah,2012,01,5.3
Utah,2012,02,4.7
Utah,2012,03,4.8
Utah,2012,04,4.8
Utah,2012,05,4.8
Utah,2012,06,4.8
Utah,2012,07,4.8
Utah,2012,08,4.7
Utah,2012,09,4.7
Utah,2012,10,4.6
Utah,2012,11,4.6
Utah,2012,12,4.5
Utah,2013,01,4.5
Utah,2013,02,4.4
Utah,2013,03,4.4
Utah,2013,04,4.3
Utah,2013,05,4.3
Utah,2013,06,4.2
Utah,2013,07,4.2
Utah,2013,08,4.1
Utah,2013,09,4.1
Utah,2013,10,4.0
Utah,2013,11,3.9
Utah,2013,12,3.9
Utah,2014,01,3.8
Utah,2014,02,3.7
Utah,2014,03,3.7
Utah,2014,04,3.6
Utah,2014,05,3.6
Utah,2014,06,3.6
Utah,2014,07,3.6
Utah,2014,08,3.6
Utah,2014,09,3.6
Utah,2014,10,3.6
Utah,2014,11,3.6
Utah,2014,12,3.5
Utah,2015,01,3.5
Utah,2015,02,3.5
Utah,2015,03,3.5
Utah,2015,04,3.5
Utah,2015,05,3.5
Utah,2015,06,3.5
Utah,2015,07,3.5
Utah,2015,08,3.5
Utah,2015,09,3.5
Utah,2015,10,3.5
Utah,2015,11,3.5
Utah,2015,12,3.5
Utah,2016,01,3.5
Utah,2016,02,3.5
Utah,2016,03,3.5
Utah,2016,04,3.4
Utah,2016,05,3.4
Utah,2016,06,3.3
Utah,2016,07,3.3
Utah,2016,08,3.3
Utah,2016,09,3.2
Utah,2016,10,3.2
Utah,2016,11,3.2
Utah,2016,12,3.2
Utah,2017,01,3.2
Utah,2017,02,3.2
Utah,2017,03,3.2
Utah,2017,04,3.2
Utah,2017,05,3.2
Utah,2017,06,3.2
Utah,2017,07,3.2
Utah,2017,08,3.1
Utah,2017,09,3.1
Utah,2017,10,3.1
Utah,2017,11,3.1
Utah,2017,12,3.1
Utah,2018,01,3.0
Utah,2018,02,3.0
Utah,2018,03,3.0
Utah,2018,04,2.9
Utah,2018,05,2.9
Utah,2018,06,2.9
Utah,2018,07,2.9
Utah,2018,08,2.9
Utah,2018,09,2.9
Utah,2018,10,2.9
Utah,2018,11,2.9
Utah,2018,12,2.8
Utah,2019,01,2.8
Utah,2019,02,2.7
Utah,2019,03,2.7
Utah,2019,04,2.6
Utah,2019,05,2.6
Utah,2019,06,2.5
Utah,2019,07,2.5
Utah,2019,08,2.5
Utah,2019,09,2.4
Utah,2019,10,2.4
Utah,2019,11,2.4
Utah,2019,12,2.4
Utah,2020,01,2.5
Utah,2020,02,2.5
Utah,2020,03,2.5
Utah,2020,04,10.0
Utah,2020,05,7.7
Utah,2020,06,6.4
